id,category,original-instruction,original-context,original-response,new-instruction,new-context,new-response,external_id
9296,brainstorming,I need to improve my sleep.  Give me a list of ideas for doing so.,,"* Make your bedroom darker, especially if daylight wakes you up in the morning.
* Make your room quieter, or use a white noise machine, if you are awoken by noises.
* If you find yourself getting too hot or cold, adjust your pajamas, bedding, or room temperature.
* Exercise during the day, but not too close to bedtime.
* Have a regular bedtime, as well as a bedtime routine beforehand.
* Avoid looking at computer, TV or phone screens for an hour or two before bedtime.
* Try to lower your stress levels.
* Give yourself enough time to sleep so that you don't need an alarm to wake up.","{'user_id': array([None], dtype=object), 'value': array(['I need to improve my sleep.  Give me a list of ideas for doing so.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""* Make your bedroom darker, especially if daylight wakes you up in the morning.\n* Make your room quieter, or use a white noise machine, if you are awoken by noises.\n* If you find yourself getting too hot or cold, adjust your pajamas, bedding, or room temperature.\n* Exercise during the day, but not too close to bedtime.\n* Have a regular bedtime, as well as a bedtime routine beforehand.\n* Avoid looking at computer, TV or phone screens for an hour or two before bedtime.\n* Try to lower your stress levels.\n* Give yourself enough time to sleep so that you don't need an alarm to wake up.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
11384,general_qa,"Why do the San Francisco 49ers play in Santa Clara, California?",,"The San Francisco 49ers originally played at Kezar Stadium in San Francisco before moving to Candlestick Park in 1971.  When negotiations to build a new stadium fell apart they worked with the city of Santa Clara to build a new stadium which was located next to their training facilities.  Because of brand recognition and close proximity, the decision was made to keep the name, San Francisco 49ers.","{'user_id': array([None], dtype=object), 'value': array(['Why do the San Francisco 49ers play in Santa Clara, California?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The San Francisco 49ers originally played at Kezar Stadium in San Francisco before moving to Candlestick Park in 1971.  When negotiations to build a new stadium fell apart they worked with the city of Santa Clara to build a new stadium which was located next to their training facilities.  Because of brand recognition and close proximity, the decision was made to keep the name, San Francisco 49ers.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
7968,summarization,What is Project Nimbus?,"Project Nimbus is a cloud computing project of the Israeli government and its military. The Israeli Finance Ministry announced April 2021, that the contract is to provide ""the government, the defense establishment, and others with an all-encompassing cloud solution."" Under the contract, the companies will establish local cloud sites that will ""keep information within Israel's borders under strict security guidelines.""

Project Nimbus has four planned phases: the first is purchasing and constructing the cloud infrastructure, the second is crafting government policy for moving operations onto the cloud, the third is moving operations to the cloud, and the fourth is implementing and optimizing cloud operations. Under a $1.2 billion contract, technology companies Google (Google Cloud Platform) and Amazon (Amazon Web Services) were selected to provide Israeli government agencies with cloud computing services, including artificial intelligence and machine learning.

The terms Israel set for the project contractually forbid Amazon and Google from halting services due to boycott pressure. The tech companies are also forbidden from denying service to any particular government entities.","Project Nimbus is the Israel government's project and tender process to move all computing from on premise to the cloud for all government entities including the military. The first phase of the $1.2 billion tender process - for the cloud infrastructure - was awarded to Google Cloud Platform (GCP) and Amazon Web Services (AWS), who have built local data centers to ensure all information will remain within Israel's borders under strict security guidelines.

The second phase will involve engaging technology and services companies to develop policy and the third will be to move operations onto the cloud. The fourth and final phase will be implementing and optimising cloud operations leveraging 1st party and 3rd party services available on GCP and AWS cloud platforms available within Israel. 

The terms of the contract forbid Amazon and Google from halting services due to any boycott pressure, or from denying service to any particular government entity including their military.","{'user_id': array([None], dtype=object), 'value': array(['What is Project Nimbus?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Project Nimbus is a cloud computing project of the Israeli government and its military. The Israeli Finance Ministry announced April 2021, that the contract is to provide ""the government, the defense establishment, and others with an all-encompassing cloud solution."" Under the contract, the companies will establish local cloud sites that will ""keep information within Israel\'s borders under strict security guidelines.""\n\nProject Nimbus has four planned phases: the first is purchasing and constructing the cloud infrastructure, the second is crafting government policy for moving operations onto the cloud, the third is moving operations to the cloud, and the fourth is implementing and optimizing cloud operations. Under a $1.2 billion contract, technology companies Google (Google Cloud Platform) and Amazon (Amazon Web Services) were selected to provide Israeli government agencies with cloud computing services, including artificial intelligence and machine learning.\n\nThe terms Israel set for the project contractually forbid Amazon and Google from halting services due to boycott pressure. The tech companies are also forbidden from denying service to any particular government entities.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""Project Nimbus is the Israel government's project and tender process to move all computing from on premise to the cloud for all government entities including the military. The first phase of the $1.2 billion tender process - for the cloud infrastructure - was awarded to Google Cloud Platform (GCP) and Amazon Web Services (AWS), who have built local data centers to ensure all information will remain within Israel's borders under strict security guidelines.\n\nThe second phase will involve engaging technology and services companies to develop policy and the third will be to move operations onto the cloud. The fourth and final phase will be implementing and optimising cloud operations leveraging 1st party and 3rd party services available on GCP and AWS cloud platforms available within Israel. \n\nThe terms of the contract forbid Amazon and Google from halting services due to any boycott pressure, or from denying service to any particular government entity including their military.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
13168,information_extraction,"If the year is 2020, is the Samsung E1200 still in production?",The Samsung E1200 (also known as Samsung Pusha and Samsung Keystone 2) is a mobile phone made by Samsung. This phone was released in 2012 through Tesco in the UK. It was discontinued in 2015 when the Samsung Guru FM E1202 was released as its successor.,"No, the phone was discontinued in 2015.","{'user_id': array([None], dtype=object), 'value': array(['If the year is 2020, is the Samsung E1200 still in production?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The Samsung E1200 (also known as Samsung Pusha and Samsung Keystone 2) is a mobile phone made by Samsung. This phone was released in 2012 through Tesco in the UK. It was discontinued in 2015 when the Samsung Guru FM E1202 was released as its successor.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['No, the phone was discontinued in 2015.'], dtype=object), 'status': array(['submitted'], dtype=object)}",
5016,open_qa,Which author wrote the ‘Winnie-the-Pooh’ books?,,A. A. Milne,"{'user_id': array([None], dtype=object), 'value': array(['Which author wrote the ‘Winnie-the-Pooh’ books?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['A. A. Milne'], dtype=object), 'status': array(['submitted'], dtype=object)}",
5067,brainstorming,Can cars have odd number of wheels?,,"Cars are vehicles that allow you to commute from one point to another. These are built by companies across the world and designed based on the companies choice, local context, historic reference. The car has three main parts: i) the engine that provides the thrust or power to the vehicle. ii) The body or the frame that provides the space to transport things and people. iii) The chasis which is the structural component that does the load bearing and has wheels which transfer the power of the engine into horizontal motion. 

Cars generally have four wheel but can sometime have odd numbered wheels as well. For example cars have a fifth wheel, the spare wheel, bolted to the body for differentiated look. It is not uncommon for cars to have a wheel stolen in which case they have three wheel. Few cooler car designs, modified cars, smaller cars can have three wheels as well but it is rare for a car to have zero or one wheel.","{'user_id': array([None], dtype=object), 'value': array(['Can cars have odd number of wheels?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Cars are vehicles that allow you to commute from one point to another. These are built by companies across the world and designed based on the companies choice, local context, historic reference. The car has three main parts: i) the engine that provides the thrust or power to the vehicle. ii) The body or the frame that provides the space to transport things and people. iii) The chasis which is the structural component that does the load bearing and has wheels which transfer the power of the engine into horizontal motion. \n\nCars generally have four wheel but can sometime have odd numbered wheels as well. For example cars have a fifth wheel, the spare wheel, bolted to the body for differentiated look. It is not uncommon for cars to have a wheel stolen in which case they have three wheel. Few cooler car designs, modified cars, smaller cars can have three wheels as well but it is rare for a car to have zero or one wheel.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
12230,open_qa,What is the tallest building in Seattle?,,Columbia Tower,"{'user_id': array([None], dtype=object), 'value': array(['What is the tallest building in Seattle?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Columbia Tower'], dtype=object), 'status': array(['submitted'], dtype=object)}",
7332,classification,"Which characters belong to DC or Marvel Universe? Silver Surfer, Martian Manhunter",,"Martin Manhunter is DC, Silver Surfer is Marvel","{'user_id': array([None], dtype=object), 'value': array(['Which characters belong to DC or Marvel Universe? Silver Surfer, Martian Manhunter'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Martin Manhunter is DC, Silver Surfer is Marvel'], dtype=object), 'status': array(['submitted'], dtype=object)}",
4906,classification,"Tell me if these are brands or companies: Kleenex, Procter & Gamble, Cadillac, Doritos, Chase?",,"It can be difficult to know if something is a brand or a company.  You asked about a few specific brands and companies.  Here is what is a brand and what is a company from the list that you gave me:

Kleenex is a brand.  The Kleenex brand is owned by the company, Kimberly-Clark

Procter & Gamble is a company.  Procter & Gamble owns many brands.  One famous brand of Procter & Gamble is Crest.

Cadillac is a brand.  The Cadillac brand is owned by General Motors.

Doritos is a brand.  Doritos is one of the brands of Frito-Lay, a wholly owned subsidiary of PepsiCo.  

Chase is a company.  To be very specific, JPMorgan Chase Bank, N.A., is a company  doing business as Chase. 

I hope this list helps you!","{'user_id': array([None], dtype=object), 'value': array(['Tell me if these are brands or companies: Kleenex, Procter & Gamble, Cadillac, Doritos, Chase?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['It can be difficult to know if something is a brand or a company.  You asked about a few specific brands and companies.  Here is what is a brand and what is a company from the list that you gave me:\n\nKleenex is a brand.  The Kleenex brand is owned by the company, Kimberly-Clark\n\nProcter & Gamble is a company.  Procter & Gamble owns many brands.  One famous brand of Procter & Gamble is Crest.\n\nCadillac is a brand.  The Cadillac brand is owned by General Motors.\n\nDoritos is a brand.  Doritos is one of the brands of Frito-Lay, a wholly owned subsidiary of PepsiCo.  \n\nChase is a company.  To be very specific, JPMorgan Chase Bank, N.A., is a company  doing business as Chase. \n\nI hope this list helps you!'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
4992,information_extraction,Extract from the text the films that the actor Paul Harvey participated in. Separate them with a comma.,"Primarily a character actor, Harvey began his career on stage and in silent films. He appeared in the Broadway and original film versions of The Awful Truth, then had supporting roles in many Hollywood films, often portraying dignified executives or pompous authority figures.

He was a vacationing businessman whose car is commandeered by fugitive killer Humphrey Bogart in the 1936 crime drama The Petrified Forest and the minister who marries Spencer Tracy's daughter Elizabeth Taylor in the 1950 comedy Father of the Bride and baptizes her baby in its sequel. In the thriller Side Street, Harvey played a married man forced to pay $30,000 in blackmail money after having an affair.

Besides his numerous films, Harvey appeared in 1950s television series such as I Love Lucy, December Bride, My Little Margie, Father Knows Best and The George Burns and Gracie Allen Show before his death from a coronary thrombosis in 1955.","The Awful Truth, The Petrified Forest, Father of the Bride, Side Street.","{'user_id': array([None], dtype=object), 'value': array(['Extract from the text the films that the actor Paul Harvey participated in. Separate them with a comma.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""Primarily a character actor, Harvey began his career on stage and in silent films. He appeared in the Broadway and original film versions of The Awful Truth, then had supporting roles in many Hollywood films, often portraying dignified executives or pompous authority figures.\n\nHe was a vacationing businessman whose car is commandeered by fugitive killer Humphrey Bogart in the 1936 crime drama The Petrified Forest and the minister who marries Spencer Tracy's daughter Elizabeth Taylor in the 1950 comedy Father of the Bride and baptizes her baby in its sequel. In the thriller Side Street, Harvey played a married man forced to pay $30,000 in blackmail money after having an affair.\n\nBesides his numerous films, Harvey appeared in 1950s television series such as I Love Lucy, December Bride, My Little Margie, Father Knows Best and The George Burns and Gracie Allen Show before his death from a coronary thrombosis in 1955.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The Awful Truth, The Petrified Forest, Father of the Bride, Side Street.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
1342,open_qa,"What is the name of the gruff and tough female Viper pilot on the 2003 reboot of ""Battlestar Galactica""?",,"Kara ""Starbuck"" Thrace","{'user_id': array([None], dtype=object), 'value': array(['What is the name of the gruff and tough female Viper pilot on the 2003 reboot of ""Battlestar Galactica""?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Kara ""Starbuck"" Thrace'], dtype=object), 'status': array(['submitted'], dtype=object)}",
12178,classification,Name some famous cartoon cats.,,"Some famous cartoon cats include Heathcliff, Garfield, Tom, Sylvester, Felix, and the Cheshire Cat.","{'user_id': array([None], dtype=object), 'value': array(['Name some famous cartoon cats.'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Some famous cartoon cats include Heathcliff, Garfield, Tom, Sylvester, Felix, and the Cheshire Cat.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
5850,open_qa,What is fleece?,,"Fleece is light, warm, quick-drying synthetic material often used for winter clothing. It does not do well as protection from the wind so is often used as an inner layer underneath a wind block like a gortex shell.","{'user_id': array([None], dtype=object), 'value': array(['What is fleece?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Fleece is light, warm, quick-drying synthetic material often used for winter clothing. It does not do well as protection from the wind so is often used as an inner layer underneath a wind block like a gortex shell.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
4830,brainstorming,Give me a list of the best golf courses in America,,"Pebble Beach, Torrey Pines, Pinehurst, TPC Scottsdale, Whistling Straights, Muirfield, Bethpage Black, Bay Hill","{'user_id': array([None], dtype=object), 'value': array(['Give me a list of the best golf courses in America'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Pebble Beach, Torrey Pines, Pinehurst, TPC Scottsdale, Whistling Straights, Muirfield, Bethpage Black, Bay Hill'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
2444,open_qa,Who were the original Fantastic Four in the comics?,,"In the original 1961 Fantastic Four Marvel comic book, the Fantastic Four lineup consisted of Reed Richards (Mr. Fantastic), Sue Storm (the Invisible Girl, later the Invisible Woman), Johnny Storm (the Human Torch), and Ben Grimm (the Thing).","{'user_id': array([None], dtype=object), 'value': array(['Who were the original Fantastic Four in the comics?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['In the original 1961 Fantastic Four Marvel comic book, the Fantastic Four lineup consisted of Reed Richards (Mr. Fantastic), Sue Storm (the Invisible Girl, later the Invisible Woman), Johnny Storm (the Human Torch), and Ben Grimm (the Thing).'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
1759,open_qa,which country surrounds India?,,"India shares borders with many countries like China, Afghanistan, and Pakistan. Bangladesh, Bhutan, Nepal, and Burma. India is also surrounded by the Bay of Bengal, the Atlantic Ocean, and the Indian Ocean.","{'user_id': array([None], dtype=object), 'value': array(['which country surrounds India?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['India shares borders with many countries like China, Afghanistan, and Pakistan. Bangladesh, Bhutan, Nepal, and Burma. India is also surrounded by the Bay of Bengal, the Atlantic Ocean, and the Indian Ocean.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
14105,open_qa,Name three landlocked countries in Africa,,"Three landlocked countries in Africa are Chad, Zambia, and Botswana.","{'user_id': array([None], dtype=object), 'value': array(['Name three landlocked countries in Africa'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Three landlocked countries in Africa are Chad, Zambia, and Botswana.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
6631,classification,"Which of the following are beach wear vs what one would wear on a cold winter trek? If there are common items, create a third category called 'Common':

Socks
Hats
Neck gaiter
Sunglasses
Swimsuits
Undershirts
Cover-ups
Down jacket
Trek poles
Water Shoes
Beanie
Sandals",,"Beach wear:
Swimsuits
Cover-ups
Sandals
Water Shoes

Cold winter trek wear:
Neck gaiter
Down jacket
Beanie
Trek poles

Common:
Socks
Hats
Sunglasses
Undershirts","{'user_id': array([None], dtype=object), 'value': array([""Which of the following are beach wear vs what one would wear on a cold winter trek? If there are common items, create a third category called 'Common':\n\nSocks\nHats\nNeck gaiter\nSunglasses\nSwimsuits\nUndershirts\nCover-ups\nDown jacket\nTrek poles\nWater Shoes\nBeanie\nSandals""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Beach wear:\nSwimsuits\nCover-ups\nSandals\nWater Shoes\n\nCold winter trek wear:\nNeck gaiter\nDown jacket\nBeanie\nTrek poles\n\nCommon:\nSocks\nHats\nSunglasses\nUndershirts'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
4529,open_qa,How old is the world's oldest dog?,,"In April 2023, the oldest dog in the world - officially recognised by the Guiness World Records - is Bobi: a 30-year old dog, who lives in Portugal.","{'user_id': array([None], dtype=object), 'value': array([""How old is the world's oldest dog?""], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['In April 2023, the oldest dog in the world - officially recognised by the Guiness World Records - is Bobi: a 30-year old dog, who lives in Portugal.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
4129,general_qa,Which building is the most higher?,,"The tallest building in the world, as of my knowledge cutoff of September 2021, is the Burj Khalifa, located in Dubai, United Arab Emirates. The Burj Khalifa stands at a height of 828 meters (2,716 feet) and has 163 floors above ground. It was completed in 2010 and has held the title of the world's tallest building since its construction.

However, there are always new skyscrapers and buildings being constructed around the world, so it's possible that another building may surpass the height of the Burj Khalifa in the future.","{'user_id': array([None], dtype=object), 'value': array(['Which building is the most higher?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""The tallest building in the world, as of my knowledge cutoff of September 2021, is the Burj Khalifa, located in Dubai, United Arab Emirates. The Burj Khalifa stands at a height of 828 meters (2,716 feet) and has 163 floors above ground. It was completed in 2010 and has held the title of the world's tallest building since its construction.\n\nHowever, there are always new skyscrapers and buildings being constructed around the world, so it's possible that another building may surpass the height of the Burj Khalifa in the future.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
3994,summarization,"In relation to working out, what is a bench press, and how do you perform it?","The bench press, or chest press, is a weight training exercise where the trainee presses a weight upwards while lying on a weight training bench. Although the bench press is a full-body exercise, the muscles primarily used are the pectoralis major, the anterior deltoids, and the triceps, among other stabilizing muscles. A barbell is generally used to hold the weight, but a pair of dumbbells can also be used","The bench press is a weight training exercise targeting the chest and triceps. The trainee begins by lying down on a flat bench with a straight barbell directly on top of them. The trainee lifts the bar to extend directly above the head, and then slowly descends the bar until it touches their chest. The bar is then pressed upward until the arms are once again fully extended.","{'user_id': array([None], dtype=object), 'value': array(['In relation to working out, what is a bench press, and how do you perform it?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The bench press, or chest press, is a weight training exercise where the trainee presses a weight upwards while lying on a weight training bench. Although the bench press is a full-body exercise, the muscles primarily used are the pectoralis major, the anterior deltoids, and the triceps, among other stabilizing muscles. A barbell is generally used to hold the weight, but a pair of dumbbells can also be used'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The bench press is a weight training exercise targeting the chest and triceps. The trainee begins by lying down on a flat bench with a straight barbell directly on top of them. The trainee lifts the bar to extend directly above the head, and then slowly descends the bar until it touches their chest. The bar is then pressed upward until the arms are once again fully extended.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
1239,classification,"Which of the following are prime numbers: 7, 12, 23, 33, 64, 79, 97, and 100.",,"The numbers 7, 23, 79, and 97 are prime numbers.  The numbers 12, 33, 64, and 100 are not.","{'user_id': array([None], dtype=object), 'value': array(['Which of the following are prime numbers: 7, 12, 23, 33, 64, 79, 97, and 100.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The numbers 7, 23, 79, and 97 are prime numbers.  The numbers 12, 33, 64, and 100 are not.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
12396,open_qa,"In the series A Song of Ice and Fire, who is the founder of House Kenning of Kayce?",,"Herrock Kenning, also known as Herrock the Whoreson","{'user_id': array([None], dtype=object), 'value': array(['In the series A Song of Ice and Fire, who is the founder of House Kenning of Kayce?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Herrock Kenning, also known as Herrock the Whoreson'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
13245,closed_qa,"Given the following summary of the book ""Human Compatible"" by Stuart Russell, what is the author's proposal to overcome the limitations of the standard approach for developing AI?","Russell begins by asserting that the standard model of AI research, in which the primary definition of success is getting better and better at achieving rigid human-specified goals, is dangerously misguided. Such goals may not actually reflect what human designers intend, such as by failing to take into account any human values not included in the goals. If an AI developed according to the standard model were to become superintelligent, it would likely not fully reflect human values and could be catastrophic to humanity. Russell asserts that precisely because the timeline for developing human-level or superintelligent AI is highly uncertain, safety research should be begun as soon as possible, as it is also highly uncertain how long it would take to complete such research.

Russell argues that continuing progress in AI capability is inevitable because of economic pressures. Such pressures can already be seen in the development of existing AI technologies such as self-driving cars and personal assistant software. Moreover, human-level AI could be worth many trillions of dollars. Russell then examines the current debate surrounding AI risk. He offers refutations to a number of common arguments dismissing AI risk and attributes much of their persistence to tribalism—AI researchers may see AI risk concerns as an ""attack"" on their field. Russell reiterates that there are legitimate reasons to take AI risk concerns seriously and that economic pressures make continued innovation in AI inevitable.

Russell then proposes an approach to developing provably beneficial machines that focuses on deference to humans. Unlike in the standard model of AI, where the objective is rigid and certain, this approach would have the AI's true objective remain uncertain, with the AI only approaching certainty about it as it gains more information about humans and the world. This uncertainty would, ideally, prevent catastrophic misunderstandings of human preferences and encourage cooperation and communication with humans. Russell concludes by calling for tighter governance of AI research and development as well as cultural introspection about the appropriate amount of autonomy to retain in an AI-dominated world.",Russell suggests that the AIs should be trained in a way that makes them gradually gain knowledge of what is truly beneficial to humans. AIs developed in this fashion would cooperate with humans while leaving them with a high enough level of autonomy.,"{'user_id': array([None], dtype=object), 'value': array(['Given the following summary of the book ""Human Compatible"" by Stuart Russell, what is the author\'s proposal to overcome the limitations of the standard approach for developing AI?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Russell begins by asserting that the standard model of AI research, in which the primary definition of success is getting better and better at achieving rigid human-specified goals, is dangerously misguided. Such goals may not actually reflect what human designers intend, such as by failing to take into account any human values not included in the goals. If an AI developed according to the standard model were to become superintelligent, it would likely not fully reflect human values and could be catastrophic to humanity. Russell asserts that precisely because the timeline for developing human-level or superintelligent AI is highly uncertain, safety research should be begun as soon as possible, as it is also highly uncertain how long it would take to complete such research.\n\nRussell argues that continuing progress in AI capability is inevitable because of economic pressures. Such pressures can already be seen in the development of existing AI technologies such as self-driving cars and personal assistant software. Moreover, human-level AI could be worth many trillions of dollars. Russell then examines the current debate surrounding AI risk. He offers refutations to a number of common arguments dismissing AI risk and attributes much of their persistence to tribalism—AI researchers may see AI risk concerns as an ""attack"" on their field. Russell reiterates that there are legitimate reasons to take AI risk concerns seriously and that economic pressures make continued innovation in AI inevitable.\n\nRussell then proposes an approach to developing provably beneficial machines that focuses on deference to humans. Unlike in the standard model of AI, where the objective is rigid and certain, this approach would have the AI\'s true objective remain uncertain, with the AI only approaching certainty about it as it gains more information about humans and the world. This uncertainty would, ideally, prevent catastrophic misunderstandings of human preferences and encourage cooperation and communication with humans. Russell concludes by calling for tighter governance of AI research and development as well as cultural introspection about the appropriate amount of autonomy to retain in an AI-dominated world.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Russell suggests that the AIs should be trained in a way that makes them gradually gain knowledge of what is truly beneficial to humans. AIs developed in this fashion would cooperate with humans while leaving them with a high enough level of autonomy.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
3121,brainstorming,I need some ideas for a first date.,,"1) Grab coffee and chat at a coffee shop.
2) Grab coffee and walk around.
3) Go out together for a meal.
4) Go to the local Farmer's Market.
5) Go bowling.
6) Take a cooking class.
7) Picnic together at a park.
8) Go to a local event.
9) Play a board game.
10) Play a sport together, like paddleboarding, tennis, pickleball, or throwing a Frisbee.","{'user_id': array([None], dtype=object), 'value': array(['I need some ideas for a first date.'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""1) Grab coffee and chat at a coffee shop.\n2) Grab coffee and walk around.\n3) Go out together for a meal.\n4) Go to the local Farmer's Market.\n5) Go bowling.\n6) Take a cooking class.\n7) Picnic together at a park.\n8) Go to a local event.\n9) Play a board game.\n10) Play a sport together, like paddleboarding, tennis, pickleball, or throwing a Frisbee.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
